sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e03467-E-20240509	e03467-E-20240509	1	e03467-E_S402_L001_R1_001.fastq.gz	e03467-E_S402_L001_R2_001.fastq.gz	20543	20543	20234	20234	20112	20112	14031	13997	13997
e03467-F-20240509	e03467-F-20240509	1	e03467-F_S485_L001_R1_001.fastq.gz	e03467-F_S485_L001_R2_001.fastq.gz	32625	32625	32203	32203	32103	32103	31354	30927	30927
e03468-D-20240509	e03468-D-20240509	1	e03468-D_S320_L001_R1_001.fastq.gz	e03468-D_S320_L001_R2_001.fastq.gz	7999	7999	7912	7912	7862	7862	5892	5700	5700
e03468-E-20240509	e03468-E-20240509	1	e03468-E_S403_L001_R1_001.fastq.gz	e03468-E_S403_L001_R2_001.fastq.gz	23283	23283	22925	22925	22762	22762	19806	19738	19738
e03468-F-20240509	e03468-F-20240509	1	e03468-F_S486_L001_R1_001.fastq.gz	e03468-F_S486_L001_R2_001.fastq.gz	16011	16011	15791	15791	15714	15714	14801	14785	14785
e03469-D-20240509	e03469-D-20240509	1	e03469-D_S321_L001_R1_001.fastq.gz	e03469-D_S321_L001_R2_001.fastq.gz	188	188	186	186	181	181	166	166	166
e03469-E-20240509	e03469-E-20240509	1	e03469-E_S404_L001_R1_001.fastq.gz	e03469-E_S404_L001_R2_001.fastq.gz	33678	33678	33247	33247	33067	33067	30277	29714	29714
e03469-F-20240509	e03469-F-20240509	1	e03469-F_S487_L001_R1_001.fastq.gz	e03469-F_S487_L001_R2_001.fastq.gz	22418	22418	22134	22134	22007	22007	20639	20322	20320
e03470-D-20240509	e03470-D-20240509	1	e03470-D_S322_L001_R1_001.fastq.gz	e03470-D_S322_L001_R2_001.fastq.gz	5208	5208	5115	5115	4763	4763	26	25	25
e03470-E-20240509	e03470-E-20240509	1	e03470-E_S405_L001_R1_001.fastq.gz	e03470-E_S405_L001_R2_001.fastq.gz	21633	21633	21317	21317	21229	21229	16389	15824	15824
e03470-F-20240509	e03470-F-20240509	1	e03470-F_S488_L001_R1_001.fastq.gz	e03470-F_S488_L001_R2_001.fastq.gz	20582	20582	20298	20298	20185	20185	18860	18443	18443
e03471-D-20240509	e03471-D-20240509	1	e03471-D_S323_L001_R1_001.fastq.gz	e03471-D_S323_L001_R2_001.fastq.gz	21901	21901	21615	21615	21435	21435	20321	20138	20138
e03471-E-20240509	e03471-E-20240509	1	e03471-E_S406_L001_R1_001.fastq.gz	e03471-E_S406_L001_R2_001.fastq.gz	30312	30312	29841	29841	29511	29511	25940	25902	25902
e03471-F-20240509	e03471-F-20240509	1	e03471-F_S489_L001_R1_001.fastq.gz	e03471-F_S489_L001_R2_001.fastq.gz	30339	30339	29912	29912	29717	29717	27405	26763	26763
e03472-D-20240509	e03472-D-20240509	1	e03472-D_S325_L001_R1_001.fastq.gz	e03472-D_S325_L001_R2_001.fastq.gz	32396	32396	31958	31958	30882	30882	25881	25720	25720
e03472-E-20240509	e03472-E-20240509	1	e03472-E_S408_L001_R1_001.fastq.gz	e03472-E_S408_L001_R2_001.fastq.gz	23147	23147	22817	22817	22657	22657	15302	15296	15296
e03472-F-20240509	e03472-F-20240509	1	e03472-F_S491_L001_R1_001.fastq.gz	e03472-F_S491_L001_R2_001.fastq.gz	7608	7608	7494	7494	4280	4280	33	33	33
e03473-D-20240509	e03473-D-20240509	1	e03473-D_S326_L001_R1_001.fastq.gz	e03473-D_S326_L001_R2_001.fastq.gz	24852	24852	24512	24512	24408	24408	23370	23064	23064
e03473-E-20240509	e03473-E-20240509	1	e03473-E_S409_L001_R1_001.fastq.gz	e03473-E_S409_L001_R2_001.fastq.gz	33164	33164	32709	32709	32520	32520	31031	30573	30573
e03473-F-20240509	e03473-F-20240509	1	e03473-F_S492_L001_R1_001.fastq.gz	e03473-F_S492_L001_R2_001.fastq.gz	35486	35486	35040	35040	34872	34872	34111	33743	33743
e03474-D-20240509	e03474-D-20240509	1	e03474-D_S327_L001_R1_001.fastq.gz	e03474-D_S327_L001_R2_001.fastq.gz	33038	33038	32631	32631	32436	32436	31321	31025	31025
e03474-E-20240509	e03474-E-20240509	1	e03474-E_S410_L001_R1_001.fastq.gz	e03474-E_S410_L001_R2_001.fastq.gz	28591	28591	28176	28176	28000	28000	26172	25675	25675
e03474-F-20240509	e03474-F-20240509	1	e03474-F_S493_L001_R1_001.fastq.gz	e03474-F_S493_L001_R2_001.fastq.gz	30850	30850	30422	30422	30287	30287	29510	29090	29090
e03475-D-20240509	e03475-D-20240509	1	e03475-D_S328_L001_R1_001.fastq.gz	e03475-D_S328_L001_R2_001.fastq.gz	19346	19346	19046	19046	18931	18931	18242	18089	18089
e03475-E-20240509	e03475-E-20240509	1	e03475-E_S411_L001_R1_001.fastq.gz	e03475-E_S411_L001_R2_001.fastq.gz	26510	26510	26106	26106	25967	25967	25110	24820	24818
e03475-F-20240509	e03475-F-20240509	1	e03475-F_S494_L001_R1_001.fastq.gz	e03475-F_S494_L001_R2_001.fastq.gz	18842	18842	18613	18613	18332	18332	17838	17621	17621
e03476-D-20240509	e03476-D-20240509	1	e03476-D_S329_L001_R1_001.fastq.gz	e03476-D_S329_L001_R2_001.fastq.gz	49	49	46	46	46	46	22	22	22
e03476-E-20240509	e03476-E-20240509	1	e03476-E_S412_L001_R1_001.fastq.gz	e03476-E_S412_L001_R2_001.fastq.gz	131	131	123	123	107	107	72	72	72
e03476-F-20240509	e03476-F-20240509	1	e03476-F_S495_L001_R1_001.fastq.gz	e03476-F_S495_L001_R2_001.fastq.gz	128	128	123	123	72	72	23	22	22
e03477-D-20240509	e03477-D-20240509	1	e03477-D_S330_L001_R1_001.fastq.gz	e03477-D_S330_L001_R2_001.fastq.gz	22168	22168	21842	21842	21463	21463	19244	19205	19205
e03477-E-20240509	e03477-E-20240509	1	e03477-E_S413_L001_R1_001.fastq.gz	e03477-E_S413_L001_R2_001.fastq.gz	23644	23644	23334	23334	23167	23167	17695	17570	17570
e03477-F-20240509	e03477-F-20240509	1	e03477-F_S496_L001_R1_001.fastq.gz	e03477-F_S496_L001_R2_001.fastq.gz	13391	13391	13224	13224	12286	12286	8511	8511	8511
e03478-D-20240509	e03478-D-20240509	1	e03478-D_S331_L001_R1_001.fastq.gz	e03478-D_S331_L001_R2_001.fastq.gz	36091	36091	35606	35606	35129	35129	32694	32369	32369
e03478-E-20240509	e03478-E-20240509	1	e03478-E_S414_L001_R1_001.fastq.gz	e03478-E_S414_L001_R2_001.fastq.gz	30774	30774	30297	30297	29169	29169	24895	24875	24875
e03478-F-20240509	e03478-F-20240509	1	e03478-F_S497_L001_R1_001.fastq.gz	e03478-F_S497_L001_R2_001.fastq.gz	30307	30307	29915	29915	29669	29669	26153	25899	25899
e03479-D-20240509	e03479-D-20240509	1	e03479-D_S332_L001_R1_001.fastq.gz	e03479-D_S332_L001_R2_001.fastq.gz	5373	5373	5319	5319	5242	5242	11	11	11
e03479-E-20240509	e03479-E-20240509	1	e03479-E_S415_L001_R1_001.fastq.gz	e03479-E_S415_L001_R2_001.fastq.gz	8497	8497	8374	8374	8244	8244	11	9	9
e03479-F-20240509	e03479-F-20240509	1	e03479-F_S498_L001_R1_001.fastq.gz	e03479-F_S498_L001_R2_001.fastq.gz	15112	15112	14926	14926	14859	14859	11965	11907	11907
e03480-D-20240509	e03480-D-20240509	1	e03480-D_S333_L001_R1_001.fastq.gz	e03480-D_S333_L001_R2_001.fastq.gz	1995	1995	1961	1961	1948	1948	1863	1860	1860
e03480-E-20240509	e03480-E-20240509	1	e03480-E_S416_L001_R1_001.fastq.gz	e03480-E_S416_L001_R2_001.fastq.gz	1028	1028	1010	1010	1006	1006	848	845	845
e03480-F-20240509	e03480-F-20240509	1	e03480-F_S499_L001_R1_001.fastq.gz	e03480-F_S499_L001_R2_001.fastq.gz	1113	1113	1087	1087	1080	1080	993	980	980
e03481-D-20240509	e03481-D-20240509	1	e03481-D_S334_L001_R1_001.fastq.gz	e03481-D_S334_L001_R2_001.fastq.gz	23989	23989	23650	23650	23505	23505	15268	15249	15249
e03481-E-20240509	e03481-E-20240509	1	e03481-E_S417_L001_R1_001.fastq.gz	e03481-E_S417_L001_R2_001.fastq.gz	8885	8885	8739	8739	8597	8597	9	9	9
e03481-F-20240509	e03481-F-20240509	1	e03481-F_S500_L001_R1_001.fastq.gz	e03481-F_S500_L001_R2_001.fastq.gz	12798	12798	12609	12609	12551	12551	9930	9843	9843
e03482-D-20240509	e03482-D-20240509	1	e03482-D_S335_L001_R1_001.fastq.gz	e03482-D_S335_L001_R2_001.fastq.gz	5643	5643	5518	5518	5166	5166	30	30	30
e03482-E-20240509	e03482-E-20240509	1	e03482-E_S418_L001_R1_001.fastq.gz	e03482-E_S418_L001_R2_001.fastq.gz	14274	14274	14093	14093	9293	9293	5126	5103	5103
e03482-F-20240509	e03482-F-20240509	1	e03482-F_S501_L001_R1_001.fastq.gz	e03482-F_S501_L001_R2_001.fastq.gz	2429	2429	2395	2395	2313	2313	28	28	28
e03483-D-20240509	e03483-D-20240509	1	e03483-D_S336_L001_R1_001.fastq.gz	e03483-D_S336_L001_R2_001.fastq.gz	1180	1180	1159	1159	193	193	25	25	25
e03483-E-20240509	e03483-E-20240509	1	e03483-E_S419_L001_R1_001.fastq.gz	e03483-E_S419_L001_R2_001.fastq.gz	143	143	143	143	131	131	21	21	21
e03483-F-20240509	e03483-F-20240509	1	e03483-F_S502_L001_R1_001.fastq.gz	e03483-F_S502_L001_R2_001.fastq.gz	38	38	38	38	32	32	16	16	16
e03484-D-20240509	e03484-D-20240509	1	e03484-D_S338_L001_R1_001.fastq.gz	e03484-D_S338_L001_R2_001.fastq.gz	18305	18305	18044	18044	17930	17930	13772	13759	13759
e03484-E-20240509	e03484-E-20240509	1	e03484-E_S421_L001_R1_001.fastq.gz	e03484-E_S421_L001_R2_001.fastq.gz	11680	11680	11526	11526	11353	11353	22	22	22
e03484-F-20240509	e03484-F-20240509	1	e03484-F_S504_L001_R1_001.fastq.gz	e03484-F_S504_L001_R2_001.fastq.gz	5069	5069	4992	4992	4917	4917	23	23	23
e03485-D-20240509	e03485-D-20240509	1	e03485-D_S339_L001_R1_001.fastq.gz	e03485-D_S339_L001_R2_001.fastq.gz	51955	51955	51261	51261	51021	51021	48720	47719	47712
e03485-E-20240509	e03485-E-20240509	1	e03485-E_S422_L001_R1_001.fastq.gz	e03485-E_S422_L001_R2_001.fastq.gz	41326	41326	40749	40749	40425	40425	35336	34769	34769
e03485-F-20240509	e03485-F-20240509	1	e03485-F_S505_L001_R1_001.fastq.gz	e03485-F_S505_L001_R2_001.fastq.gz	40756	40756	40193	40193	40029	40029	38763	38344	38344
e03486-D-20240509	e03486-D-20240509	1	e03486-D_S340_L001_R1_001.fastq.gz	e03486-D_S340_L001_R2_001.fastq.gz	8131	8131	8001	8001	7467	7467	283	283	283
e03486-E-20240509	e03486-E-20240509	1	e03486-E_S423_L001_R1_001.fastq.gz	e03486-E_S423_L001_R2_001.fastq.gz	24520	24520	24140	24140	23733	23733	12953	12953	12953
e03486-F-20240509	e03486-F-20240509	1	e03486-F_S506_L001_R1_001.fastq.gz	e03486-F_S506_L001_R2_001.fastq.gz	16287	16287	16066	16066	15842	15842	8939	8937	8937
e03487-D-20240509	e03487-D-20240509	1	e03487-D_S341_L001_R1_001.fastq.gz	e03487-D_S341_L001_R2_001.fastq.gz	4525	4525	4463	4463	2736	2736	50	50	50
e03487-E-20240509	e03487-E-20240509	1	e03487-E_S424_L001_R1_001.fastq.gz	e03487-E_S424_L001_R2_001.fastq.gz	8125	8125	8026	8026	7720	7720	71	71	71
e03487-F-20240509	e03487-F-20240509	1	e03487-F_S507_L001_R1_001.fastq.gz	e03487-F_S507_L001_R2_001.fastq.gz	5559	5559	5480	5480	2908	2908	33	33	33
e03488-D-20240509	e03488-D-20240509	1	e03488-D_S342_L001_R1_001.fastq.gz	e03488-D_S342_L001_R2_001.fastq.gz	23451	23451	23131	23131	21236	21236	16762	16762	16762
e03488-E-20240509	e03488-E-20240509	1	e03488-E_S425_L001_R1_001.fastq.gz	e03488-E_S425_L001_R2_001.fastq.gz	12260	12260	12101	12101	11915	11915	47	47	47
e03488-F-20240509	e03488-F-20240509	1	e03488-F_S508_L001_R1_001.fastq.gz	e03488-F_S508_L001_R2_001.fastq.gz	5696	5696	5625	5625	5521	5521	27	27	27
e03489-D-20240509	e03489-D-20240509	1	e03489-D_S343_L001_R1_001.fastq.gz	e03489-D_S343_L001_R2_001.fastq.gz	8250	8250	8147	8147	6847	6847	14	14	14
e03489-E-20240509	e03489-E-20240509	1	e03489-E_S426_L001_R1_001.fastq.gz	e03489-E_S426_L001_R2_001.fastq.gz	12845	12845	12627	12627	12472	12472	6223	6223	6223
e03489-F-20240509	e03489-F-20240509	1	e03489-F_S509_L001_R1_001.fastq.gz	e03489-F_S509_L001_R2_001.fastq.gz	3871	3871	3814	3814	3737	3737	20	20	20
e03490-D-20240509	e03490-D-20240509	1	e03490-D_S344_L001_R1_001.fastq.gz	e03490-D_S344_L001_R2_001.fastq.gz	5166	5166	5080	5080	4930	4930	44	44	44
e03490-E-20240509	e03490-E-20240509	1	e03490-E_S427_L001_R1_001.fastq.gz	e03490-E_S427_L001_R2_001.fastq.gz	22044	22044	21734	21734	21561	21561	18279	17658	17658
e03490-F-20240509	e03490-F-20240509	1	e03490-F_S510_L001_R1_001.fastq.gz	e03490-F_S510_L001_R2_001.fastq.gz	27100	27100	26728	26728	26634	26634	25922	25530	25530
e03491-D-20240509	e03491-D-20240509	1	e03491-D_S345_L001_R1_001.fastq.gz	e03491-D_S345_L001_R2_001.fastq.gz	36498	36498	36034	36034	35922	35922	34979	34114	34114
e03491-E-20240509	e03491-E-20240509	1	e03491-E_S428_L001_R1_001.fastq.gz	e03491-E_S428_L001_R2_001.fastq.gz	22094	22094	21116	21116	20584	20584	17617	17565	17553
e03491-F-20240509	e03491-F-20240509	1	e03491-F_S511_L001_R1_001.fastq.gz	e03491-F_S511_L001_R2_001.fastq.gz	6151	6151	6057	6057	5965	5965	21	21	21
e03492-D-20240509	e03492-D-20240509	1	e03492-D_S346_L001_R1_001.fastq.gz	e03492-D_S346_L001_R2_001.fastq.gz	19569	19569	19254	19254	19174	19174	18317	18317	18317
e03492-E-20240509	e03492-E-20240509	1	e03492-E_S429_L001_R1_001.fastq.gz	e03492-E_S429_L001_R2_001.fastq.gz	18373	18373	18073	18073	17987	17987	14215	14214	14209
e03492-F-20240509	e03492-F-20240509	1	e03492-F_S512_L001_R1_001.fastq.gz	e03492-F_S512_L001_R2_001.fastq.gz	21361	21361	21008	21008	20929	20929	19481	19480	19480
e03493-D-20240509	e03493-D-20240509	1	e03493-D_S347_L001_R1_001.fastq.gz	e03493-D_S347_L001_R2_001.fastq.gz	316	316	303	303	34	34	27	27	27
e03493-E-20240509	e03493-E-20240509	1	e03493-E_S430_L001_R1_001.fastq.gz	e03493-E_S430_L001_R2_001.fastq.gz	87	87	87	87	73	73	46	46	46
e03493-F-20240509	e03493-F-20240509	1	e03493-F_S513_L001_R1_001.fastq.gz	e03493-F_S513_L001_R2_001.fastq.gz	177	177	175	175	44	44	30	30	30
e03494-D-20240509	e03494-D-20240509	1	e03494-D_S348_L001_R1_001.fastq.gz	e03494-D_S348_L001_R2_001.fastq.gz	32203	32203	31745	31745	31558	31558	30475	30364	30364
e03494-E-20240509	e03494-E-20240509	1	e03494-E_S431_L001_R1_001.fastq.gz	e03494-E_S431_L001_R2_001.fastq.gz	29958	29958	29509	29509	29294	29294	28187	27656	27656
e03494-F-20240509	e03494-F-20240509	1	e03494-F_S514_L001_R1_001.fastq.gz	e03494-F_S514_L001_R2_001.fastq.gz	26156	26156	25829	25829	25679	25679	25309	25309	25309
e03495-D-20240509	e03495-D-20240509	1	e03495-D_S349_L001_R1_001.fastq.gz	e03495-D_S349_L001_R2_001.fastq.gz	29953	29953	29530	29530	28816	28816	26552	26273	26273
e03495-E-20240509	e03495-E-20240509	1	e03495-E_S432_L001_R1_001.fastq.gz	e03495-E_S432_L001_R2_001.fastq.gz	20768	20768	20450	20450	20333	20333	18272	18142	18142
e03495-F-20240509	e03495-F-20240509	1	e03495-F_S515_L001_R1_001.fastq.gz	e03495-F_S515_L001_R2_001.fastq.gz	26085	26085	25715	25715	25547	25547	23980	23752	23744
e03496-D-20240509	e03496-D-20240509	1	e03496-D_S350_L001_R1_001.fastq.gz	e03496-D_S350_L001_R2_001.fastq.gz	50765	50765	50081	50081	49870	49870	48415	47818	47818
e03496-E-20240509	e03496-E-20240509	1	e03496-E_S433_L001_R1_001.fastq.gz	e03496-E_S433_L001_R2_001.fastq.gz	31247	31247	30804	30804	30511	30511	28426	28114	28114
e03496-F-20240509	e03496-F-20240509	1	e03496-F_S516_L001_R1_001.fastq.gz	e03496-F_S516_L001_R2_001.fastq.gz	32473	32473	32015	32015	31889	31889	29564	28909	28909
e03497-D-20240509	e03497-D-20240509	1	e03497-D_S351_L001_R1_001.fastq.gz	e03497-D_S351_L001_R2_001.fastq.gz	24754	24754	24414	24414	24072	24072	22234	22234	22234
e03497-E-20240509	e03497-E-20240509	1	e03497-E_S434_L001_R1_001.fastq.gz	e03497-E_S434_L001_R2_001.fastq.gz	7359	7359	7243	7243	7030	7030	75	75	75
e03497-F-20240509	e03497-F-20240509	1	e03497-F_S517_L001_R1_001.fastq.gz	e03497-F_S517_L001_R2_001.fastq.gz	2978	2978	2941	2941	2849	2849	24	24	24
e03498-D-20240509	e03498-D-20240509	1	e03498-D_S353_L001_R1_001.fastq.gz	e03498-D_S353_L001_R2_001.fastq.gz	11802	11802	11652	11652	11591	11591	10539	10539	10539
e03498-E-20240509	e03498-E-20240509	1	e03498-E_S436_L001_R1_001.fastq.gz	e03498-E_S436_L001_R2_001.fastq.gz	18389	18389	18102	18102	17962	17962	14523	14343	14343
e03498-F-20240509	e03498-F-20240509	1	e03498-F_S519_L001_R1_001.fastq.gz	e03498-F_S519_L001_R2_001.fastq.gz	18616	18616	18369	18369	14806	14806	12314	12307	12202
e03499-D-20240509	e03499-D-20240509	1	e03499-D_S354_L001_R1_001.fastq.gz	e03499-D_S354_L001_R2_001.fastq.gz	39422	39422	38872	38872	38778	38778	37869	37051	37051
e03499-E-20240509	e03499-E-20240509	1	e03499-E_S437_L001_R1_001.fastq.gz	e03499-E_S437_L001_R2_001.fastq.gz	31060	31060	30651	30651	30501	30501	26365	26213	26213
e03499-F-20240509	e03499-F-20240509	1	e03499-F_S520_L001_R1_001.fastq.gz	e03499-F_S520_L001_R2_001.fastq.gz	27314	27314	26926	26926	26840	26840	24568	24482	24482
e03500-D-20240509	e03500-D-20240509	1	e03500-D_S355_L001_R1_001.fastq.gz	e03500-D_S355_L001_R2_001.fastq.gz	113	113	104	104	85	85	11	11	11
e03500-E-20240509	e03500-E-20240509	1	e03500-E_S438_L001_R1_001.fastq.gz	e03500-E_S438_L001_R2_001.fastq.gz	113	113	108	108	75	75	36	36	36
e03500-F-20240509	e03500-F-20240509	1	e03500-F_S521_L001_R1_001.fastq.gz	e03500-F_S521_L001_R2_001.fastq.gz	433	433	349	349	25	25	10	9	9
e03501-D-20240509	e03501-D-20240509	1	e03501-D_S356_L001_R1_001.fastq.gz	e03501-D_S356_L001_R2_001.fastq.gz	26152	26152	25794	25794	25629	25629	23433	23413	23411
e03501-E-20240509	e03501-E-20240509	1	e03501-E_S439_L001_R1_001.fastq.gz	e03501-E_S439_L001_R2_001.fastq.gz	7372	7372	7269	7269	6925	6925	24	24	24
e03501-F-20240509	e03501-F-20240509	1	e03501-F_S522_L001_R1_001.fastq.gz	e03501-F_S522_L001_R2_001.fastq.gz	22697	22697	22347	22347	22188	22188	19893	19777	19777
e03502-D-20240509	e03502-D-20240509	1	e03502-D_S357_L001_R1_001.fastq.gz	e03502-D_S357_L001_R2_001.fastq.gz	5536	5536	5414	5414	5195	5195	7	7	7
e03502-E-20240509	e03502-E-20240509	1	e03502-E_S440_L001_R1_001.fastq.gz	e03502-E_S440_L001_R2_001.fastq.gz	7698	7698	7555	7555	7267	7267	22	22	22
e03502-F-20240509	e03502-F-20240509	1	e03502-F_S523_L001_R1_001.fastq.gz	e03502-F_S523_L001_R2_001.fastq.gz	4471	4471	4326	4326	4083	4083	10	10	10
e03503-D-20240509	e03503-D-20240509	1	e03503-D_S358_L001_R1_001.fastq.gz	e03503-D_S358_L001_R2_001.fastq.gz	9503	9503	9362	9362	9126	9126	18	18	18
e03503-E-20240509	e03503-E-20240509	1	e03503-E_S441_L001_R1_001.fastq.gz	e03503-E_S441_L001_R2_001.fastq.gz	8455	8455	8337	8337	8137	8137	30	30	27
e03503-F-20240509	e03503-F-20240509	1	e03503-F_S524_L001_R1_001.fastq.gz	e03503-F_S524_L001_R2_001.fastq.gz	20864	20864	20582	20582	20356	20356	16931	16923	16923
e03504-D-20240509	e03504-D-20240509	1	e03504-D_S359_L001_R1_001.fastq.gz	e03504-D_S359_L001_R2_001.fastq.gz	28049	28049	27662	27662	27546	27546	24952	24952	24946
e03504-E-20240509	e03504-E-20240509	1	e03504-E_S442_L001_R1_001.fastq.gz	e03504-E_S442_L001_R2_001.fastq.gz	22531	22531	22256	22256	22132	22132	18614	18512	18512
e03504-F-20240509	e03504-F-20240509	1	e03504-F_S525_L001_R1_001.fastq.gz	e03504-F_S525_L001_R2_001.fastq.gz	27497	27497	27126	27126	27041	27041	23963	23803	23803
e03505-D-20240509	e03505-D-20240509	1	e03505-D_S360_L001_R1_001.fastq.gz	e03505-D_S360_L001_R2_001.fastq.gz	199	199	193	193	172	172	129	128	128
e03505-E-20240509	e03505-E-20240509	1	e03505-E_S443_L001_R1_001.fastq.gz	e03505-E_S443_L001_R2_001.fastq.gz	22181	22181	21882	21882	21703	21703	17559	17559	17559
e03505-F-20240509	e03505-F-20240509	1	e03505-F_S526_L001_R1_001.fastq.gz	e03505-F_S526_L001_R2_001.fastq.gz	20006	20006	19740	19740	19660	19660	18936	18848	18848
e03506-D-20240509	e03506-D-20240509	1	e03506-D_S361_L001_R1_001.fastq.gz	e03506-D_S361_L001_R2_001.fastq.gz	24397	24397	24041	24041	23906	23906	21522	21340	21340
e03506-E-20240509	e03506-E-20240509	1	e03506-E_S444_L001_R1_001.fastq.gz	e03506-E_S444_L001_R2_001.fastq.gz	12901	12901	12710	12710	2159	2159	1780	1780	1780
e03506-F-20240509	e03506-F-20240509	1	e03506-F_S527_L001_R1_001.fastq.gz	e03506-F_S527_L001_R2_001.fastq.gz	13766	13766	13574	13574	13473	13473	12220	12109	12109
e03507-D-20240509	e03507-D-20240509	1	e03507-D_S362_L001_R1_001.fastq.gz	e03507-D_S362_L001_R2_001.fastq.gz	2435	2435	2406	2406	2399	2399	2342	2336	2336
e03507-E-20240509	e03507-E-20240509	1	e03507-E_S445_L001_R1_001.fastq.gz	e03507-E_S445_L001_R2_001.fastq.gz	35592	35592	35094	35094	34858	34858	31806	31493	31493
e03507-F-20240509	e03507-F-20240509	1	e03507-F_S528_L001_R1_001.fastq.gz	e03507-F_S528_L001_R2_001.fastq.gz	29328	29328	28965	28965	28890	28890	27352	26393	26393
e03508-D-20240509	e03508-D-20240509	1	e03508-D_S363_L001_R1_001.fastq.gz	e03508-D_S363_L001_R2_001.fastq.gz	40370	40370	39831	39831	39214	39214	37664	36785	36785
e03508-E-20240509	e03508-E-20240509	1	e03508-E_S446_L001_R1_001.fastq.gz	e03508-E_S446_L001_R2_001.fastq.gz	26298	26298	25979	25979	25751	25751	20635	20348	20347
e03508-F-20240509	e03508-F-20240509	1	e03508-F_S529_L001_R1_001.fastq.gz	e03508-F_S529_L001_R2_001.fastq.gz	25699	25699	25373	25373	25271	25271	23328	22599	22599
e03509-D-20240509	e03509-D-20240509	1	e03509-D_S365_L001_R1_001.fastq.gz	e03509-D_S365_L001_R2_001.fastq.gz	33193	33193	32689	32689	32501	32501	31374	31177	31177
e03509-E-20240509	e03509-E-20240509	1	e03509-E_S448_L001_R1_001.fastq.gz	e03509-E_S448_L001_R2_001.fastq.gz	20382	20382	20125	20125	18369	18369	15827	15785	15652
e03509-F-20240509	e03509-F-20240509	1	e03509-F_S531_L001_R1_001.fastq.gz	e03509-F_S531_L001_R2_001.fastq.gz	16858	16858	16620	16620	16471	16471	15453	15448	15448
e03510-D-20240509	e03510-D-20240509	1	e03510-D_S366_L001_R1_001.fastq.gz	e03510-D_S366_L001_R2_001.fastq.gz	7962	7962	7844	7844	152	152	64	64	64
e03510-E-20240509	e03510-E-20240509	1	e03510-E_S449_L001_R1_001.fastq.gz	e03510-E_S449_L001_R2_001.fastq.gz	137	137	133	133	122	122	63	62	62
e03510-F-20240509	e03510-F-20240509	1	e03510-F_S532_L001_R1_001.fastq.gz	e03510-F_S532_L001_R2_001.fastq.gz	64	64	61	61	48	48	29	29	29
e03511-D-20240509	e03511-D-20240509	1	e03511-D_S367_L001_R1_001.fastq.gz	e03511-D_S367_L001_R2_001.fastq.gz	5313	5313	5246	5246	5110	5110	25	25	25
e03511-E-20240509	e03511-E-20240509	1	e03511-E_S450_L001_R1_001.fastq.gz	e03511-E_S450_L001_R2_001.fastq.gz	25655	25655	25264	25264	2157	2157	255	255	255
e03511-F-20240509	e03511-F-20240509	1	e03511-F_S533_L001_R1_001.fastq.gz	e03511-F_S533_L001_R2_001.fastq.gz	24942	24942	24625	24625	24476	24476	23008	22842	22841
e03512-D-20240509	e03512-D-20240509	1	e03512-D_S368_L001_R1_001.fastq.gz	e03512-D_S368_L001_R2_001.fastq.gz	17163	17163	16887	16887	12894	12894	12410	12258	12258
e03512-E-20240509	e03512-E-20240509	1	e03512-E_S451_L001_R1_001.fastq.gz	e03512-E_S451_L001_R2_001.fastq.gz	8901	8901	8768	8768	8607	8607	7130	7119	7119
e03512-F-20240509	e03512-F-20240509	1	e03512-F_S534_L001_R1_001.fastq.gz	e03512-F_S534_L001_R2_001.fastq.gz	16147	16147	15929	15929	15843	15843	15206	15118	15118
e03513-D-20240509	e03513-D-20240509	1	e03513-D_S369_L001_R1_001.fastq.gz	e03513-D_S369_L001_R2_001.fastq.gz	3173	3173	3123	3123	3070	3070	24	24	24
e03513-E-20240509	e03513-E-20240509	1	e03513-E_S452_L001_R1_001.fastq.gz	e03513-E_S452_L001_R2_001.fastq.gz	18218	18218	17992	17992	17876	17876	15592	15550	15550
e03513-F-20240509	e03513-F-20240509	1	e03513-F_S535_L001_R1_001.fastq.gz	e03513-F_S535_L001_R2_001.fastq.gz	23122	23122	22808	22808	22653	22653	21820	21365	21365
NC-1-A-20240509	NC-1-A-20240509	1	NC-1-A_S9_L001_R1_001.fastq.gz	NC-1-A_S9_L001_R2_001.fastq.gz	928	928	905	905	29	29	10	10	10
NC-1-B-20240509	NC-1-B-20240509	1	NC-1-B_S105_L001_R1_001.fastq.gz	NC-1-B_S105_L001_R2_001.fastq.gz	24526	24526	24124	24124	170	170	37	37	37
NC-1-C-20240509	NC-1-C-20240509	1	NC-1-C_S201_L001_R1_001.fastq.gz	NC-1-C_S201_L001_R2_001.fastq.gz	25800	25800	25442	25442	221	221	13	13	13
NC-1-D-20240509	NC-1-D-20240509	1	NC-1-D_S297_L001_R1_001.fastq.gz	NC-1-D_S297_L001_R2_001.fastq.gz	91	91	89	89	18	18	3	3	3
NC-1-E-20240509	NC-1-E-20240509	1	NC-1-E_S380_L001_R1_001.fastq.gz	NC-1-E_S380_L001_R2_001.fastq.gz	99	99	98	98	40	40	3	3	3
