"","extraction_ID","alternative_ID","collection_year","collection_month","collection_day","location1","depth","longitude","latitude","sample_ID","replicate","sample_type","taxon","taxonomic_level","species","genus","family","order","class","kingdom","reads"
"472","e03382","NW2301_9_10_2",2023,9,1,9,10,-167.032,60.4961,"e03382-C","C","sample","Oncorhynchus nerka","species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",133
"473","e03382","NW2301_9_10_2",2023,9,1,9,10,-167.032,60.4961,"e03382-C","C","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",811
"474","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-A","A","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",11
"475","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-A","A","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",2
"476","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-A","A","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",12574
"477","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-A","A","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",6905
"478","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-A","A","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",12335
"479","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-B","B","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",2
"480","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-B","B","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",13769
"481","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-B","B","sample","Myoxocephalus","genus",NA,"Myoxocephalus","Cottidae","Perciformes","Actinopteri","Eukaryota",5648
"482","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-B","B","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",8
"483","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-B","B","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",9
"484","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-C","C","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",9
"485","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-C","C","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",23
"486","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-C","C","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",3424
"487","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-C","C","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",9045
"488","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-C","C","sample","Oncorhynchus nerka","species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",69
"489","e03383","NW2301_9_10_3",2023,9,1,9,10,-167.032,60.4961,"e03383-C","C","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",7
"490","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-A","A","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",11983
"491","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-A","A","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",17940
"492","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-A","A","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",3
"493","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-A","A","sample","Stichaeidae","family",NA,NA,"Stichaeidae","Perciformes","Actinopteri","Eukaryota",2
"494","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-B","B","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",10618
"495","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-B","B","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",130
"496","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-B","B","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",8638
"497","e03384","NW2301_10_10_1",2023,9,2,10,10,-166.986,60.9987,"e03384-B","B","sample","Stichaeidae","family",NA,NA,"Stichaeidae","Perciformes","Actinopteri","Eukaryota",7129
"498","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",8
"499","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",8
"500","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",245
"501","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",7138
"502","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",4197
"503","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",8126
"504","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Oncorhynchus nerka","species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",84
"505","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",2
"506","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-A","A","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",12547
"507","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Ammodytes hexapterus","species","Ammodytes hexapterus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Eukaryota",1
"508","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Eukaryota",1
"509","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",5
"510","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",7
"511","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",13785
"512","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",13683
"513","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-B","B","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",3
"514","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Eukaryota",59
"515","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",1
"516","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",7
"517","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",21764
"518","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",5012
"519","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",6747
"520","e03385","NW2301_10_10_2",2023,9,2,10,10,-166.986,60.9987,"e03385-C","C","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1978
"521","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-A","A","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",12
"522","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-A","A","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",13
"523","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-A","A","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",43
"524","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-A","A","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",6904
"525","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-A","A","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",15215
"526","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-A","A","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",1
"527","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",8
"528","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",6
"529","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",17
"530","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Eukaryota",1
"531","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Mallotus villosus","species","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Eukaryota",1
"532","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",9255
"533","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",3
"534","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-B","B","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",5
"535","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",1
"536","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Eukaryota",16179
"537","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",17
"538","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",7
"539","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",165
"540","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1
"541","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",7
"542","e03386","NW2301_10_10_3",2023,9,2,10,10,-166.986,60.9987,"e03386-C","C","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",10110
"543","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",10007
"544","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",5
"545","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",9
"546","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",10384
"547","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",2318
"548","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",979
"549","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",442
"550","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1530
"551","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",3045
"552","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-A","A","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",1
"553","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",5902
"554","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Eukaryota",2364
"555","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",216
"556","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",147
"557","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",8779
"558","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",373
"559","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",4043
"560","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-B","B","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",2197
"561","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",5430
"562","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",6
"563","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",8449
"564","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",557
"565","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1828
"566","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1508
"567","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",487
"568","e03387","NW2301_11_10_1",2023,9,2,11,10,-167.976,60.9978,"e03387-C","C","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",681
"569","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",10431
"570","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Eukaryota",1776
"571","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",48
"572","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",38
"573","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",1755
"574","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Mallotus villosus","species","Mallotus villosus","Mallotus","Salangidae","Osmeriformes","Actinopteri","Eukaryota",1
"575","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",569
"576","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",4354
"577","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-A","A","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1399
"578","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",10112
"579","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Eukaryota",1496
"580","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",111
"581","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",91
"582","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",5276
"583","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Hippoglossus stenolepis","species","Hippoglossus stenolepis","Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",1377
"584","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",2199
"585","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1795
"586","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",908
"587","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Oncorhynchus nerka","species","Oncorhynchus nerka","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",5
"588","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Oncorhynchus tshawytscha","species","Oncorhynchus tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1212
"589","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Osmerus mordax","species","Osmerus mordax","Osmerus","Osmeridae","Osmeriformes","Actinopteri","Eukaryota",965
"590","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-B","B","sample","Pleuronectidae","family",NA,NA,"Pleuronectidae","Pleuronectiformes","Actinopteri","Eukaryota",170
"591","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Eukaryota",8830
"592","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Eleginus gracilis","species","Eleginus gracilis","Eleginus","Gadidae","Gadiformes","Actinopteri","Eukaryota",1387
"593","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Gadidae","family",NA,NA,"Gadidae","Gadiformes","Actinopteri","Eukaryota",70
"594","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",74
"595","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Gadus chalcogrammus","species","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Eukaryota",4245
"596","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Oncorhynchus","genus",NA,"Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",1771
"597","e03388","NW2301_11_10_2",2023,9,2,11,10,-167.976,60.9978,"e03388-C","C","sample","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Eukaryota",2193
